,CreditScore,Age,Balance,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,Tenure_1,Tenure_2,Tenure_3,Tenure_4,Tenure_5,Tenure_6,Tenure_7,Tenure_8,Tenure_9,Tenure_10,NumOfProducts_2,NumOfProducts_3,NumOfProducts_4,HasCrCard_1,IsActiveMember_1
4883,614,0.38887101359804854,1.029707295312791,1.1563428173915953,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4884,678,0.9609925578058587,0.6482520081328418,1.6513175942203517,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4885,562,0.19816383219544517,1.4257579896889436,-0.24871365867921644,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4886,711,1.3424069206110654,0.7583890178287043,0.040660180894078135,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4887,620,-0.18325053060976157,0.4978508942843652,-0.5027907828244733,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4888,437,0.9609925578058587,0.5633272433339747,1.1537615941176569,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4889,691,0.19816383219544517,0.523574724495144,0.8478619437748941,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
4890,552,-0.4693113027136666,-1.225847671409028,0.6989761019729014,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
4891,765,-0.4693113027136666,0.15336790337489004,0.07182109637955694,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
4892,707,1.151699739208462,0.3518325536159359,-0.5096996067194367,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4893,764,-0.9460792562201751,-1.225847671409028,-0.5950856866384768,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
4894,585,-0.66001848411627,1.093369055100918,1.2414411093479316,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
4895,784,-0.7553720748175716,-1.225847671409028,0.7497123372924572,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
4896,605,0.19816383219544517,0.2424424071914484,-1.246137526536655,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4897,699,0.10281024149414347,-1.225847671409028,-0.37739209046923045,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4898,544,0.10281024149414347,-1.225847671409028,1.0604974274008694,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4899,803,-0.66001848411627,1.8533259935749435,-0.7966386384052563,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4900,735,0.19816383219544517,1.6574933151455973,0.6449703867290271,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4901,673,1.9145284648188756,1.6279082338760276,-1.374192388759144,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4902,652,-0.8507256655188734,1.597592957528264,0.9063246338055043,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
4903,694,0.29351742289674687,1.288231933175095,-0.19474793813710733,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
4904,741,0.4842246042993502,-1.225847671409028,1.572739829771839,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
4905,590,-0.8507256655188734,-1.225847671409028,-0.2956110981893233,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4906,809,-0.5646648934149683,-1.225847671409028,0.7188011278580008,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4907,523,-0.4693113027136666,1.3639550539826635,-0.8473934799556334,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4908,540,0.865638967104557,0.5267052996624758,-0.1980120274711881,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4909,596,-0.9460792562201751,-1.225847671409028,0.28877096498597415,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4910,597,-0.27860412131106327,-1.225847671409028,-1.6160320036142233,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
4911,407,-0.18325053060976157,-1.225847671409028,-0.8856065047024003,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4912,748,2.009882055520177,1.2156531708484508,0.46347060453741745,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4913,562,1.151699739208462,0.7721324239196219,-0.6033944989852373,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4914,734,0.7702853764032553,0.24098602381226703,0.6737484874393255,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
4915,710,0.5795781950006519,-1.225847671409028,-1.1117758476257755,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4916,539,0.007456650792841798,-0.23132902683656803,-0.7013870827907429,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4917,542,-0.66001848411627,0.5030241244717991,0.4384184450215862,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4918,717,-0.27860412131106327,0.36841307851154886,-0.10112607967453063,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
4919,682,1.0563461485071604,0.826247476063388,0.03773274261485779,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
4920,515,-0.5646648934149683,-1.225847671409028,0.624938605624801,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
4921,526,-0.5646648934149683,0.6114140190343444,0.17430978022352558,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
4922,702,-1.2321400283240802,-0.3164940379967636,0.006120582559460591,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
4923,651,-0.4693113027136666,0.22228366997894303,1.6260054691430457,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4924,792,-0.27860412131106327,0.6288933441930199,-1.7079300904307106,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4925,817,1.819174874117574,0.6064930555398599,-0.9956790534511294,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
4926,674,-0.27860412131106327,0.38908612564633793,1.4270565202412095,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4927,641,0.10281024149414347,-1.225847671409028,0.8965494070240146,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4928,513,0.007456650792841798,0.20120449590645784,0.8111723693853736,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
4929,561,-0.4693113027136666,0.037561784744461806,-1.529224198992427,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4930,627,-0.8507256655188734,0.5751659878117981,0.3119386784886236,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4931,682,4.012307460247513,0.7299267958036095,-0.8573883298168177,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4932,683,-0.9460792562201751,1.3036968110252054,0.5182169173239828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933,420,-0.7553720748175716,0.5111343223519254,-1.568237639444525,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4934,670,1.437760511312367,0.3048553346597141,-0.6412529620063535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4935,505,0.38887101359804854,0.8119460060430866,0.65166376090448,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4936,580,-1.4228472097266835,0.9187682890911859,-1.4416227603755984,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4937,577,-0.27860412131106327,0.714914523506796,0.7597814381869188,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4938,773,-0.4693113027136666,0.8092706007664638,-1.1001492139325628,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4939,616,-0.18325053060976157,1.0858340701566214,0.9540896105639055,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4940,763,-0.0878969399084599,1.2196038531745008,-1.1858849866570387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4941,640,0.38887101359804854,1.5384784090567571,1.5822975201537262,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4942,592,-0.27860412131106327,0.8012197031890004,1.3846501379593434,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4943,528,0.38887101359804854,0.3363766509467689,1.03869579379852,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
4944,630,1.3424069206110654,0.9867535217566977,0.24380648680119021,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4945,529,-0.7553720748175716,1.4026470590303592,-0.6798579348304215,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
4946,546,0.7702853764032553,-1.225847671409028,-0.585700321254196,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4947,753,2.2005892369227804,-1.225847671409028,0.6313713186787482,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
4948,772,0.007456650792841798,0.7372505434535563,0.7063239981372459,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
4949,567,-0.27860412131106327,-1.225847671409028,-1.591693662579901,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4950,628,0.5795781950006519,-0.3657137700201697,0.25966473383119154,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4951,658,-1.8042615725318902,-1.225847671409028,1.5223739801686322,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
4952,679,1.819174874117574,0.5263584730274424,-1.6738845136078997,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4953,629,-0.4693113027136666,0.7158533915419278,0.33504587826860194,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4954,731,0.29351742289674687,0.39358958295585855,1.6012710066712377,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4955,775,-0.5646648934149683,0.1124425207120416,0.499952380367765,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4956,660,-0.5646648934149683,0.06372940559868195,0.8752251014927354,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4957,752,0.007456650792841798,-1.225847671409028,1.5319154987798056,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4958,655,-0.18325053060976157,0.5226042830556212,-1.7095947394741902,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4959,543,0.6749317857019536,1.0236468043806508,-0.2608951753869226,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4960,811,0.29351742289674687,-1.225847671409028,-1.6744294848919554,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
4961,689,0.5795781950006519,0.860414226933558,0.882772449495884,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4962,531,0.29351742289674687,-1.225847671409028,-0.1661131227931336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
4963,515,0.10281024149414347,0.5297985316662391,1.152552884674303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4964,466,0.19816383219544517,-0.6879145920685458,1.3720598058435916,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
4965,782,-0.27860412131106327,1.1589087112303977,1.662235278352271,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4966,611,2.3912964183253838,-1.225847671409028,-0.8140328558730571,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
4967,621,0.10281024149414347,1.5649007006702509,1.2589730477018115,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4968,604,0.19816383219544517,-1.225847671409028,-1.5349340512844662,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4969,655,-0.37395771201236494,0.4795173242251686,-0.29891674723523853,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4970,689,-0.0878969399084599,-1.225847671409028,-0.3022284824314223,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4971,681,-0.8507256655188734,0.8319255601788972,1.3998703825511825,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
4972,643,0.19816383219544517,0.823082282340988,1.2567582106740462,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
4973,617,-1.4228472097266835,0.9745972802529959,-0.1546772464383409,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
4974,638,1.5331141020136687,1.2716281689716817,0.15471011578837374,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4975,743,0.007456650792841798,-1.225847671409028,-0.9707402702203028,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
4976,828,-1.3274936190253819,1.0876952983047923,0.28731880953187416,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4977,776,-0.37395771201236494,0.4788804069203521,0.8422765967283502,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4978,540,-0.37395771201236494,0.8224469677470545,-0.2756292235173003,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4979,616,0.5795781950006519,0.7421844889061914,-0.6623157369660886,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4980,628,-0.0878969399084599,0.5936433210371796,-0.9398017600546413,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4981,667,-1.5182008004279852,0.9554528987582014,1.2099108514861496,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4982,615,-0.8507256655188734,-1.225847671409028,0.9782460626501991,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
4983,543,-0.8507256655188734,1.0326413781258945,1.0019705719574261,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4984,553,-0.7553720748175716,-1.225847671409028,-0.19132839113616468,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
4985,554,-1.2321400283240802,0.7192886420480762,-1.5884483533666491,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4986,684,-0.27860412131106327,-1.225847671409028,0.29472130715862915,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4987,452,-0.37395771201236494,-1.225847671409028,1.1155292675800381,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
4988,606,0.7702853764032553,0.27394801691185183,0.6543536654332155,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
4989,629,0.10281024149414347,-1.225847671409028,-1.7386143734051505,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4990,659,-0.5646648934149683,0.6238345475626165,-1.7137039342455747,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
4991,493,-0.5646648934149683,0.22928062487989118,-0.7030496451541303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4992,794,2.2005892369227804,0.7564063041956186,1.2780287841929538,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
4993,554,0.4842246042993502,0.25564794351010545,0.45113432572287976,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
4994,796,1.2470533299097637,1.4537945317035716,-0.6482847261367436,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
4995,807,-0.27860412131106327,-1.225847671409028,0.8158413160914663,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
4996,500,0.4842246042993502,1.351922541759112,1.6723245504876234,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
4997,722,0.38887101359804854,-1.225847671409028,-0.965612427783954,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4998,559,0.10281024149414347,1.0896010818155049,-1.4115050110461662,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4999,584,-0.0878969399084599,-1.225847671409028,-1.6617770740434634,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
5000,834,2.7727107811305904,0.8603893849148748,-0.12134114084684679,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
5001,754,-0.37395771201236494,-1.225847671409028,-1.5725191592135161,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
5002,590,0.38887101359804854,0.07357902559988817,1.4352361323122673,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
5003,740,-0.27860412131106327,-1.225847671409028,-1.5113274394024434,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5004,502,1.723821283416272,0.4003478942063607,-0.9828598820852765,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5005,733,0.865638967104557,-1.225847671409028,0.30848661405624567,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
5006,755,-0.18325053060976157,0.5990827615022432,0.30093422324287433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5007,554,0.6749317857019536,0.17818075271989717,-0.054966629356999246,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5008,534,-0.27860412131106327,0.6980137769768038,-1.1096669096126848,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5009,656,-0.5646648934149683,-1.225847671409028,0.28893146546305876,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5010,575,0.9609925578058587,0.7167204581295111,1.1822832070666336,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1
5011,480,0.7702853764032553,-0.01727015997717127,-1.2903047190362458,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5012,575,0.10281024149414347,-1.225847671409028,0.38948492741160434,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
5013,672,0.10281024149414347,-1.225847671409028,0.22747195504016515,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5014,758,-0.37395771201236494,-1.225847671409028,0.0047866723105801446,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5015,682,1.0563461485071604,0.7265561345460372,0.41839901010790526,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5016,501,-0.9460792562201751,-1.225847671409028,0.21864929772072297,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5017,746,-0.4693113027136666,1.0468925230244766,1.4503231771582268,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
5018,556,1.151699739208462,-0.2425181925936009,1.7166492873341679,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5019,823,1.3424069206110654,0.7768187505408677,0.5420040270339732,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
5020,491,2.7727107811305904,0.29735464772830866,0.28484748474278715,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5021,638,-0.9460792562201751,0.43163970229500165,-1.4737845867452586,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5022,734,0.5795781950006519,-1.225847671409028,-0.008641635752160771,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5023,555,0.10281024149414347,-0.5362208918931081,1.2246024704546545,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5024,745,0.4842246042993502,0.6916069402228949,-1.1446337556961617,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5025,728,-0.18325053060976157,0.7405104573891286,0.11976309316577188,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5026,626,0.4842246042993502,-1.225847671409028,1.1163324655254918,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5027,681,-0.18325053060976157,-0.05299442528322566,-1.3006574345332265,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
5028,478,-0.0878969399084599,1.5294346320874121,-0.8393561099108546,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5029,709,-0.0878969399084599,-1.225847671409028,-0.3240953247866501,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
5030,562,-0.5646648934149683,0.2592114108868761,-1.7169202038275446,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5031,769,-0.4693113027136666,0.9736994416164633,-0.49924377444790435,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5032,684,0.6749317857019536,0.4242255617512662,0.9398248915642441,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5033,536,2.1052356462214785,-0.18103579906387657,-0.6222088761457256,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5034,631,-0.9460792562201751,0.3265945050737278,-1.1907446907015515,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
5035,657,-0.4693113027136666,1.258097442614909,-1.2581329809361483,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5036,699,1.9145284648188756,0.4861624840873465,1.1038539446846758,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5037,606,-0.0878969399084599,0.8348942615470688,1.6308843010884029,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
5038,612,2.295942827624082,0.8011541523138949,0.825202162984665,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5039,660,-0.0878969399084599,0.5462822528245324,1.6661505857650971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
5040,829,1.0563461485071604,-1.225847671409028,1.3627519954027336,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
5041,567,-0.9460792562201751,-1.225847671409028,0.9744010068004739,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
5042,850,-0.5646648934149683,-1.225847671409028,-1.5464220946415617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
5043,712,0.4842246042993502,-1.225847671409028,-0.9451147953491648,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5044,562,-0.8507256655188734,0.5547607536655211,0.7052970037519133,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
5045,755,-0.9460792562201751,-1.225847671409028,-1.6581507718233943,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5046,793,-1.3274936190253819,0.3915050971817163,-1.5564984989163457,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5047,471,-1.2321400283240802,-1.225847671409028,1.3835668032115234,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
5048,707,0.29351742289674687,-0.9550922659869732,-0.39277718278834634,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
5049,784,-0.0878969399084599,0.7337524666808031,0.7941502765339989,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5050,703,-0.66001848411627,0.7885321630276574,-0.7623950008637026,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
5051,704,-0.27860412131106327,0.8159633611418604,0.8910993464034425,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5052,662,-0.0878969399084599,0.4613510771821341,1.386654741967829,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5053,636,-1.0414328469214766,0.6215192714213539,1.5917475726208625,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5054,640,-0.27860412131106327,-1.225847671409028,1.268114097625308,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5055,739,-0.7553720748175716,-1.225847671409028,-0.7237387304873704,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5056,767,-1.5182008004279852,1.0106202908676003,-1.2529115856756698,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5057,753,0.6749317857019536,0.5613793085270452,1.0344109701193829,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5058,714,-0.18325053060976157,1.1536479730287637,0.8901554714417788,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
5059,707,-0.9460792562201751,-1.225847671409028,0.6931899119674922,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5060,577,-0.37395771201236494,0.5075721371438611,0.09246688310088563,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5061,633,0.29351742289674687,-1.225847671409028,-0.7516329482886532,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5062,849,0.19816383219544517,0.13040041534031482,1.703807684157325,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
5063,614,0.19816383219544517,1.1300995022991813,0.6555816766674213,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5064,558,0.7702853764032553,-1.225847671409028,0.06428783346703001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5065,832,-1.1367864376227785,0.3542689946999365,-1.2029249901792038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5066,567,-1.2321400283240802,-1.225847671409028,-0.3727973947964154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
5067,587,0.5795781950006519,0.9375033382265185,0.4037609492617646,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5068,712,3.821600278844909,0.506339171661739,1.2872849493015315,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
5069,655,-0.9460792562201751,-1.225847671409028,-0.24960136716840098,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
5070,641,0.29351742289674687,-1.225847671409028,0.3660129063955224,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
5071,676,-0.37395771201236494,0.4864352654795956,-0.27631921906775764,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
5072,472,-0.9460792562201751,0.4167750396704918,1.4108447548256038,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5073,644,-0.4693113027136666,0.5811533951276834,0.7153805375170121,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5074,598,-0.0878969399084599,0.785360398190638,1.008935388434861,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5075,792,-1.3274936190253819,1.0638205156394758,0.5312125870476264,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5076,700,-0.18325053060976157,-1.225847671409028,-1.444146426056996,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5077,616,-0.4693113027136666,-1.225847671409028,-1.294228025389425,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
